cmun,municipality_clean,province_clean,0-17,18-24,25-34,35-54,55+,total_population
45099,mentrida,toledo,2852,960,1282,4604,3110,12808
45100,mesegar,toledo,46,30,36,110,182,404
45101,miguel,toledo,1392,794,1118,2650,3462,9416
45102,mocejon,toledo,2108,744,1108,3226,3160,10346
45103,mohedas,toledo,96,60,58,190,420,824
45104,montearagon,toledo,174,64,88,340,508,1174
45105,montesclaros,toledo,46,42,42,208,406,744
45106,mora,toledo,3530,1498,2142,5578,7260,20008
45107,nambroca,toledo,2466,816,1048,3524,2770,10624
45108,nava,toledo,86,68,112,244,532,1042
45109,navahermosa,toledo,1000,542,704,1984,2974,7204
45110,navalcan,toledo,400,240,332,902,1860,3734
45111,navalmoralejo,toledo,0,0,0,14,96,110
45112,"navalmorales,",toledo,512,312,476,1060,1954,4314
45113,"navalucillos,",toledo,308,222,322,858,2078,3788
45114,navamorcuende,toledo,104,50,84,262,700,1200
45115,noblejas,toledo,1700,610,796,2284,2480,7870
45116,noez,toledo,330,124,268,586,692,2000
45117,nombela,toledo,242,130,178,514,730,1794
45118,noves,toledo,1464,632,706,2218,1946,6966
45119,numancia,toledo,2326,994,1356,3760,2846,11282
45120,nuno,toledo,28,24,12,100,176,340
45121,ocana,toledo,6784,2326,3764,9796,6880,29550
45122,olias,toledo,3796,1292,1976,5856,4932,17852
45123,ontigola,toledo,2044,726,1034,4004,2204,10012
45124,orgaz,toledo,852,364,542,1462,1986,5206
45125,oropesa,toledo,630,308,454,1456,2276,5124
45126,otero,toledo,90,64,86,348,286,874
45127,palomeque,toledo,422,150,226,924,674,2396
45128,pantoja,toledo,1466,608,728,2290,2160,7252
45129,paredes,toledo,12,8,12,72,156,260
45130,parrillas,toledo,60,36,56,160,370,682
45131,pelahustan,toledo,82,32,40,166,348,668
45132,pepino,toledo,1176,598,552,1996,2218,6540
45133,polan,toledo,1400,674,892,2324,2598,7888
45134,portillo,toledo,876,394,498,1304,1616,4688
45135,puebla,toledo,1334,856,1088,2604,4040,9922
45136,puebla,toledo,2746,1384,1878,4602,5470,16080
45137,"pueblanueva,",toledo,728,320,490,1214,1528,4280
45138,puente,toledo,264,152,194,612,1088,2310
45139,puerto,toledo,10,6,10,44,226,296
45140,pulgar,toledo,532,260,350,986,1098,3226
45141,quero,toledo,250,126,214,522,936,2048
45142,quintanar,toledo,4120,1788,2440,6430,7544,22322
45143,quismondo,toledo,700,258,380,1070,1244,3652
45144,real,toledo,210,108,178,450,1002,1948
45145,recas,toledo,2240,814,1282,3318,2712,10366
45146,retamoso,toledo,12,2,12,56,138,220
45147,rielves,toledo,310,122,170,634,504,1740
45148,robledo,toledo,10,10,36,88,360,504
45149,"romeral,",toledo,94,74,68,256,606,1098
45150,san,toledo,198,92,94,332,490,1206
45151,san,toledo,212,94,140,384,734,1564
45152,san,toledo,116,52,124,240,676,1208
45153,san,toledo,400,166,302,910,1592,3370
45154,san,toledo,780,266,326,1490,1360,4222
45155,santa,toledo,48,30,56,116,436,686
45156,santa,toledo,1256,556,840,2300,3420,8372
45157,santa,toledo,1460,624,842,2616,2532,8074
45158,santa,toledo,1234,486,802,2042,2552,7116
45159,sartajada,toledo,16,4,8,62,108,198
45160,segurilla,toledo,448,208,274,870,994,2794
45161,sesena,toledo,15040,4836,6744,23280,10256,60156
45162,sevilleja,toledo,54,42,98,234,816,1244
45163,sonseca,toledo,4228,1722,2426,6428,7788,22592
45164,sotillo,toledo,18,16,28,86,220,368
45165,talavera,toledo,30352,13890,18138,49462,58434,170276
45166,tembleque,toledo,544,294,414,1086,1722,4060
45167,"toboso,",toledo,426,210,332,930,1578,3476
45168,toledo,toledo,31636,13274,19940,52296,55416,172562
45169,torralba,toledo,38,22,42,110,174,386
45170,torrecilla,toledo,28,20,40,100,254,442
45171,torre,toledo,532,316,370,1190,1466,3874
45172,torrico,toledo,138,74,106,342,754,1414
45173,torrijos,toledo,5576,2300,3144,8494,8642,28156
45174,totanes,toledo,90,50,94,188,332,754
45175,turleque,toledo,180,74,136,348,642,1380
45176,ugena,toledo,2384,1118,1086,4352,2792,11732
45177,urda,toledo,702,376,518,1302,2062,4960
45179,valdeverdeja,toledo,112,70,86,278,586,1132
45180,valmojado,toledo,2114,700,1056,3226,2512,9608
45181,velada,toledo,994,432,564,1758,2088,5836
45182,ventas,toledo,296,104,230,572,1078,2280
45183,ventas,toledo,1834,758,892,3036,1832,8352
45184,ventas,toledo,34,24,38,124,240,460
45185,villacanas,toledo,3122,1528,1946,5494,7046,19136
45186,villa,toledo,966,528,808,1900,2870,7072
45187,villafranca,toledo,1386,740,1074,2650,4004,9854
45188,villaluenga,toledo,1666,648,858,2600,2592,8364
45189,villamiel,toledo,410,164,236,740,612,2162
45190,villaminaya,toledo,122,50,88,282,470,1012
45191,villamuelas,toledo,142,98,106,326,566,1238
45192,villanueva,toledo,786,484,538,1556,2566,5930
45193,villanueva,toledo,174,86,118,338,644,1360
45194,villarejo,toledo,4,4,18,50,82,158
45195,villarrubia,toledo,780,320,568,1334,2104,5106
45196,villaseca,toledo,696,280,456,1144,1224,3800
45197,villasequilla,toledo,916,348,618,1530,1862,5274
45198,villatobas,toledo,1074,344,642,1652,2002,5714
45199,viso,toledo,2830,848,1390,4908,2454,12430
45200,"yebenes,",toledo,1918,970,1368,3130,4084,11470
45201,yeles,toledo,2982,1080,1556,4878,3108,13604
45202,yepes,toledo,2158,778,1184,3520,3602,11242
45203,yuncler,toledo,2300,674,1374,3304,2446,10098
45204,yunclillos,toledo,246,136,188,432,628,1630
45205,yuncos,toledo,5902,2350,3080,9274,5706,26312
45901,santo,toledo,414,178,276,840,756,2464
46001,ademuz,valencia/valencia,298,154,182,520,852,2006
46002,ador,valencia/valencia,472,256,402,1092,1262,3484
46003,atzeneta,valencia/valencia,352,194,190,760,858,2354
46004,agullent,valencia/valencia,718,366,512,1410,1826,4832
46005,alaquàs,valencia/valencia,9996,4810,6386,18406,20788,60386
46006,albaida,valencia/valencia,2068,970,1346,3648,4390,12422
46007,albal,valencia/valencia,6258,2960,3566,12014,9516,34314
46008,albalat,valencia/valencia,1240,448,688,2106,2442,6924
46009,albalat,valencia/valencia,1540,560,844,2688,2890,8522
46010,albalat,valencia/valencia,506,188,266,1092,1030,3082
46011,alberic,valencia/valencia,4128,1668,2430,6500,7152,21878
46012,alborache,valencia/valencia,414,262,354,954,996,2980
46013,alboraia/alboraya,valencia/valencia,9290,4336,5074,17150,16668,52518
46014,albuixech,valencia/valencia,1456,600,876,2744,3172,8848
46015,alcàsser,valencia/valencia,4028,1468,2360,7098,6470,21424
46016,alcàntera,valencia/valencia,458,224,290,830,1038,2840
46017,alzira,valencia/valencia,16778,7486,10802,28290,31376,94732
46018,alcublas,valencia/valencia,112,86,150,334,698,1380
46019,"alcudia,",valencia/valencia,4602,1966,2624,7496,8062,24750
46020,alcudia,valencia/valencia,1804,852,1160,3320,3680,10816
46021,aldaia,valencia/valencia,12818,5318,7892,22406,19426,67860
46022,alfafar,valencia/valencia,7450,3418,4926,14110,14280,44184
46023,alfauir,valencia/valencia,130,84,86,298,378,976
46024,alfara,valencia/valencia,196,92,102,410,430,1230
46025,alfara,valencia/valencia,1200,1068,700,2154,2016,7138
46026,alfarb,valencia/valencia,612,244,320,1072,1140,3388
46027,alfarrasi,valencia/valencia,362,176,194,748,868,2348
46028,algar,valencia/valencia,148,70,94,328,444,1084
46029,algemesi,valencia/valencia,10770,4486,5922,16512,18142,55832
46030,algimia,valencia/valencia,292,200,176,668,860,2196
46031,alginet,valencia/valencia,5366,2146,3210,9094,9532,29348
46032,almàssera,valencia/valencia,2568,1102,1582,5032,5124,15408
46033,almiserà,valencia/valencia,68,30,68,170,236,572
46034,almoines,valencia/valencia,1066,360,578,1770,1536,5310
46035,almussafes,valencia/valencia,3316,1206,1810,5938,5758,18028
46036,alpuente,valencia/valencia,156,80,136,354,674,1400
46037,alqueria,valencia/valencia,540,208,340,858,1136,3082
46038,andilla,valencia/valencia,18,24,72,176,354,644
46039,anna,valencia/valencia,666,356,502,1422,2280,5226
46040,antella,valencia/valencia,286,108,210,614,1032,2250
46041,aras,valencia/valencia,106,54,70,198,356,784
46042,aielo,valencia/valencia,1508,804,914,2940,3008,9174
46043,aielo,valencia/valencia,34,18,20,84,172,328
46044,ayora,valencia/valencia,1592,734,990,2872,4350,10538
46045,barxeta,valencia/valencia,488,178,318,930,1246,3160
46046,barx,valencia/valencia,334,154,228,860,1418,2994
46047,belgida,valencia/valencia,182,116,116,356,512,1282
46048,bellreguard,valencia/valencia,1654,746,1028,3110,3334,9872
46049,bellus,valencia/valencia,64,60,54,208,224,610
46050,benageber,valencia/valencia,6,20,44,86,184,340
46051,benaguasil,valencia/valencia,4202,1782,3204,7626,8004,24818
46052,benavites,valencia/valencia,176,88,146,376,536,1322
46053,beneixida,valencia/valencia,172,84,172,360,506,1294
46054,benetusser,valencia/valencia,5334,2420,3994,10016,10870,32634
46055,beniarjo,valencia/valencia,700,320,456,1166,1204,3846
46056,beniatjar,valencia/valencia,32,32,34,114,208,420
46057,benicolet,valencia/valencia,194,58,78,298,578,1206
46058,benifairo,valencia/valencia,864,230,468,1478,1582,4622
46059,benifairo,valencia/valencia,424,246,312,846,1312,3140
46060,benifaio,valencia/valencia,3940,1772,2440,7126,8882,24160
46061,benifla,valencia/valencia,186,110,112,346,252,1006
46062,benigànim,valencia/valencia,1716,906,1240,3498,4238,11598
46063,benimodo,valencia/valencia,818,300,498,1510,1510,4636
46064,benimuslem,valencia/valencia,210,96,126,408,490,1330
46065,beniparrell,valencia/valencia,672,318,418,1410,1360,4178
46066,benirredrà,valencia/valencia,426,232,330,712,1416,3116
46067,benissano,valencia/valencia,774,398,544,1514,1620,4850
46068,benissoda,valencia/valencia,162,58,94,342,318,974
46069,benissuera,valencia/valencia,38,24,42,102,170,376
46070,betera,valencia/valencia,11056,4652,5118,17948,16418,55192
46071,bicorp,valencia/valencia,112,66,110,288,540,1116
46072,bocairent,valencia/valencia,1204,468,736,2368,3582,8358
46073,bolbaite,valencia/valencia,354,170,280,716,1132,2652
46074,bonrepòs,valencia/valencia,1698,550,832,2842,2152,8074
46075,bufali,valencia/valencia,40,18,32,82,138,310
46076,bugarra,valencia/valencia,156,102,158,412,738,1566
46077,bunol,valencia/valencia,3394,1410,1870,5688,7196,19558
46078,burjassot,valencia/valencia,13332,7196,10646,25116,25824,82114
46079,calles,valencia/valencia,90,38,96,230,440,894
46080,camporrobles,valencia/valencia,302,152,240,686,988,2368
46081,canals,valencia/valencia,4356,2024,2860,8092,9710,27042
46082,canet,valencia/valencia,2972,862,1410,5310,4864,15418
46083,carcaixent,valencia/valencia,7522,3274,4892,12776,14198,42662
46084,càrcer,valencia/valencia,594,238,420,974,1404,3630
46085,carlet,valencia/valencia,6420,2552,3260,9998,10546,32776
46086,carricola,valencia/valencia,16,14,18,58,90,196
46087,casas,valencia/valencia,34,22,16,72,134,278
46088,casas,valencia/valencia,40,22,22,70,180,334
46089,casinos,valencia/valencia,1008,470,678,1726,2328,6210
46090,castello,valencia/valencia,790,360,492,1450,1614,4706
46091,castellonet,valencia/valencia,34,12,42,72,136,296
46092,castielfabib,valencia/valencia,64,34,56,152,268,574
46093,catadau,valencia/valencia,970,420,636,1820,2162,6008
46094,catarroja,valencia/valencia,11796,4496,6172,20302,17414,60180
46095,caudete,valencia/valencia,196,106,140,388,612,1442
46096,cerdà,valencia/valencia,132,50,88,262,200,732
46097,cofrentes,valencia/valencia,268,148,248,630,954,2248
46098,corbera,valencia/valencia,1116,454,648,1846,2284,6348
46099,cortes,valencia/valencia,84,74,170,322,874,1524
46100,cotes,valencia/valencia,78,30,62,192,260,622
46101,quart,valencia/valencia,336,136,180,592,842,2086
46102,quart,valencia/valencia,8368,3516,6280,15416,18964,52544
46103,quartell,valencia/valencia,512,188,320,990,1424,3434
46104,quatretonda,valencia/valencia,600,214,474,1178,1956,4422
46105,cullera,valencia/valencia,7144,3720,5066,14472,17850,48252
46106,chelva,valencia/valencia,416,180,364,918,1526,3404
46107,chella,valencia/valencia,684,352,448,1456,1974,4914
46108,chera,valencia/valencia,88,52,104,224,512,980
46109,cheste,valencia/valencia,2932,1462,2010,5638,6094,18136
46110,xirivella,valencia/valencia,10806,5288,8074,19374,20064,63606
46111,chiva,valencia/valencia,6178,2756,3598,11692,10480,34704
46112,chulilla,valencia/valencia,122,70,136,416,598,1342
46113,daimus,valencia/valencia,998,486,704,2146,2724,7058
46114,domeno,valencia/valencia,186,106,152,436,500,1380
46115,dos,valencia/valencia,78,32,56,194,314,674
46116,"eliana,",valencia/valencia,7026,3156,3702,11486,13960,39330
46117,emperador,valencia/valencia,274,86,152,608,284,1404
46118,enguera,valencia/valencia,1340,696,1026,2776,3892,9730
46119,"enova,",valencia/valencia,254,110,190,492,796,1842
46120,estivella,valencia/valencia,480,222,268,976,1324,3270
46121,estubeny,valencia/valencia,16,10,18,64,112,220
46122,faura,valencia/valencia,1224,466,778,2386,2500,7354
46123,favara,valencia/valencia,826,394,540,1788,1854,5402
46124,fontanars,valencia/valencia,278,130,200,512,776,1896
46125,fortaleny,valencia/valencia,328,114,176,592,808,2018
46126,foios,valencia/valencia,2966,916,1428,5284,4922,15516
46127,font,valencia/valencia,1320,572,770,2436,2826,7924
46128,font,valencia/valencia,630,282,414,1160,1608,4094
46129,fuenterrobles,valencia/valencia,200,82,156,428,526,1392
46130,gavarda,valencia/valencia,352,126,232,592,770,2072
46131,gandia,valencia/valencia,27700,13116,17718,48512,52956,160002
46132,"genoves,",valencia/valencia,956,460,606,1620,2012,5654
46133,gestalgar,valencia/valencia,116,66,64,314,566,1126
46134,gilet,valencia/valencia,1538,520,716,2748,2250,7772
46135,godella,valencia/valencia,4910,2288,2736,7422,9562,26918
46136,godelleta,valencia/valencia,1522,618,732,2944,2616,8432
46137,granja,valencia/valencia,60,38,62,178,254,592
46138,guadassequies,valencia/valencia,156,74,90,320,294,934
46139,guadassuar,valencia/valencia,2038,848,1230,3426,4388,11930
46140,guardamar,valencia/valencia,220,96,108,384,390,1198
46141,higueruelas,valencia/valencia,108,68,122,258,512,1068
46142,jalance,valencia/valencia,108,72,148,368,916,1612
46143,xeraco,valencia/valencia,1882,950,1230,3716,4282,12060
46144,jarafuel,valencia/valencia,138,94,102,354,820,1508
46145,xàtiva,valencia/valencia,9748,4862,6800,18454,20776,60640
46146,xeresa,valencia/valencia,888,348,500,1426,1516,4678
46147,lliria,valencia/valencia,8634,3898,5260,15696,17102,50590
46148,loriguilla,valencia/valencia,844,288,476,1580,1184,4372
46149,losa,valencia/valencia,152,88,100,302,412,1054
46150,llutxent,valencia/valencia,764,396,494,1384,1630,4668
46151,llocnou,valencia/valencia,300,102,212,540,690,1844
46152,llocnou,valencia/valencia,30,12,32,78,92,244
46153,llocnou,valencia/valencia,152,82,116,324,494,1168
46154,llanera,valencia/valencia,392,138,224,640,742,2136
46155,llauri,valencia/valencia,328,146,228,742,1028,2472
46156,llombai,valencia/valencia,934,398,568,1708,1918,5526
46157,llosa,valencia/valencia,1142,550,826,2232,2756,7506
46158,macastre,valencia/valencia,420,196,382,836,1136,2970
46159,manises,valencia/valencia,10970,5184,7318,20398,20640,64510
46160,manuel,valencia/valencia,798,412,560,1444,1820,5034
46161,marines,valencia/valencia,642,256,392,1264,1310,3864
46162,massalaves,valencia/valencia,680,212,398,1192,1096,3578
46163,massalfassar,valencia/valencia,1016,298,552,1940,1490,5296
46164,massamagrell,valencia/valencia,5994,2648,3612,11334,10838,34426
46165,massanassa,valencia/valencia,3790,1378,2276,6702,6508,20654
46166,meliana,valencia/valencia,3816,1528,2108,7030,7482,21964
46167,millares,valencia/valencia,50,44,62,156,376,688
46168,miramar,valencia/valencia,958,440,552,1918,2174,6042
46169,mislata,valencia/valencia,14822,6968,10884,28318,31270,92262
46170,moixent/mogente,valencia/valencia,1284,686,922,2504,3346,8742
46171,montcada/moncada,valencia/valencia,6798,4650,4442,12780,15292,43962
46172,montserrat,valencia/valencia,3682,1346,2044,7048,5180,19300
46173,montaverner,valencia/valencia,510,226,362,980,1204,3282
46174,montesa,valencia/valencia,292,154,246,658,914,2264
46175,montitxelvo/montichelvo,valencia/valencia,146,98,120,356,452,1172
46176,montroi/montroy,valencia/valencia,1126,434,788,2306,2274,6928
46177,museros,valencia/valencia,2438,990,1438,4862,4018,13746
46178,nàquera/naquera,valencia/valencia,3042,1180,1830,6284,4496,16832
46179,navarres,valencia/valencia,1042,440,650,1716,2280,6128
46180,novetle,valencia/valencia,300,122,150,546,592,1710
46181,oliva,valencia/valencia,8768,3882,5138,15294,19458,52540
46182,olocau,valencia/valencia,734,274,398,1738,1674,4818
46183,"olleria,",valencia/valencia,2884,1284,1848,5458,5944,17418
46184,ontinyent,valencia/valencia,11916,5922,7808,21366,25626,72638
46185,otos,valencia/valencia,134,50,88,230,376,878
46186,paiporta,valencia/valencia,10544,4294,5944,19562,15406,55750
46187,palma,valencia/valencia,476,232,420,1010,1510,3648
46188,palmera,valencia/valencia,414,164,206,680,596,2060
46189,"palomar,",valencia/valencia,190,70,130,374,446,1210
46190,paterna,valencia/valencia,31474,11350,15022,49670,41500,149016
46191,pedralba,valencia/valencia,902,384,634,1946,2476,6342
46192,petres,valencia/valencia,416,164,222,728,764,2294
46193,picanya,valencia/valencia,4114,1832,2458,7144,8184,23732
46194,picassent,valencia/valencia,8356,3362,4704,14696,14164,45282
46195,piles,valencia/valencia,1092,514,640,2094,2074,6414
46196,pinet,valencia/valencia,22,6,34,84,154,300
46197,polinyà,valencia/valencia,886,344,488,1622,1760,5100
46198,potries,valencia/valencia,282,122,254,702,856,2216
46199,pobla,valencia/valencia,3168,1174,1918,6228,5828,18316
46200,pobla,valencia/valencia,728,314,490,1364,1992,4888
46201,puebla,valencia/valencia,2,2,2,24,72,102
46202,pobla,valencia/valencia,11350,4356,5500,19096,14362,54664
46203,pobla,valencia/valencia,1468,572,926,2900,3268,9134
46204,puig,valencia/valencia,3160,1298,1740,5762,6714,18674
46205,puçol,valencia/valencia,7830,3236,4282,13664,13550,42562
46206,quesa,valencia/valencia,150,86,136,448,536,1356
46207,rafelbunyol,valencia/valencia,3704,1342,2120,6630,5582,19378
46208,rafelcofer,valencia/valencia,382,200,322,702,1160,2766
46209,rafelguaraf,valencia/valencia,700,346,492,1422,1724,4684
46210,rafol,valencia/valencia,180,48,62,280,344,914
46211,real,valencia/valencia,1010,416,632,1612,1708,5378
46212,real,valencia/valencia,752,368,538,1458,1766,4882
46213,requena,valencia/valencia,6830,3274,4288,11934,15442,41768
46214,riba-roja,valencia/valencia,9056,4262,5042,15602,14508,48470
46215,riola,valencia/valencia,620,258,302,1176,1204,3560
46216,rocafort,valencia/valencia,3198,1434,1466,4740,4678,15516
46217,rotglà,valencia/valencia,338,210,224,688,880,2340
46218,ròtova,valencia/valencia,390,150,212,776,1012,2540
46219,rugat,valencia/valencia,26,26,34,98,162,346
46220,sagunt/sagunto,valencia/valencia,24308,10788,14964,43508,49944,143512
46221,salem,valencia/valencia,90,78,76,216,336,796
46222,sant,valencia/valencia,180,72,116,354,326,1048
46223,sedavi,valencia/valencia,3588,1622,2316,6878,7424,21828
46224,segart,valencia/valencia,14,28,36,100,162,340
46225,sellent,valencia/valencia,66,50,104,208,346,774
46226,sempere,valencia/valencia,0,2,4,10,42,58
46227,senyera,valencia/valencia,388,164,262,676,756,2246
46228,serra,valencia/valencia,1234,556,814,2320,2552,7476
46229,siete,valencia/valencia,298,182,252,782,1112,2626
46230,silla,valencia/valencia,6980,2858,4334,12832,13198,40202
46231,simat,valencia/valencia,896,464,710,1900,2692,6662
46232,sinarcas,valencia/valencia,308,172,270,602,954,2306
46233,sollana,valencia/valencia,1530,682,1144,3120,3602,10078
46234,sot,valencia/valencia,102,52,98,262,356,870
46235,sueca,valencia/valencia,9078,4270,6098,17620,20618,57684
46236,sumacàrcer,valencia/valencia,222,136,212,568,942,2080
46237,tavernes,valencia/valencia,3028,1440,2122,5984,6626,19200
46238,tavernes,valencia/valencia,5702,2600,3654,10450,12922,35328
46239,teresa,valencia/valencia,74,54,76,228,760,1192
46240,terrateig,valencia/valencia,54,60,50,180,236,580
46241,titaguas,valencia/valencia,114,38,92,248,500,992
46242,torrebaja,valencia/valencia,86,54,64,192,392,788
46243,torrella,valencia/valencia,50,12,28,86,124,300
46244,torrent,valencia/valencia,34258,14766,20550,55962,53376,178912
46245,torres,valencia/valencia,192,94,150,508,560,1504
46246,tous,valencia/valencia,438,150,276,846,1008,2718
46247,tuejar,valencia/valencia,250,134,254,596,1240,2474
46248,turis,valencia/valencia,2648,1032,1454,4936,4938,15008
46249,utiel,valencia/valencia,3530,1654,2194,6656,9288,23322
46250,valencia,valencia/valencia,251208,128212,208474,477826,582960,1648680
46251,vallada,valencia/valencia,854,410,708,1720,2500,6192
46252,vallanca,valencia/valencia,22,12,26,64,138,262
46253,valles,valencia/valencia,52,24,18,116,86,296
