cmun,municipality_clean,province_clean,0-17,18-24,25-34,35-54,55+,male,female,total_population
43161,valls,valls,4547,2047,2717,7391,8383,12688,12397,25085
43162,vandellos i l'hospitalet de l'infant,vandellos i l'hospitalet de l'infant,1359,489,717,2265,2252,3529,3553,7082
43163,"vendrell, el","vendrell, el",7310,3054,4252,12284,13626,20095,20431,40526
43164,vespella de gaia,vespella de gaia,84,25,35,165,195,266,238,504
43165,vilabella,vilabella,107,53,66,188,311,374,351,725
43166,vilallonga del camp,vilallonga del camp,569,140,268,874,611,1242,1220,2462
43167,vilanova d'escornalbou,vilanova d'escornalbou,98,51,39,189,234,319,292,611
43168,vilanova de prades,vilanova de prades,11,11,5,38,45,60,50,110
43169,vilaplana,vilaplana,79,25,61,157,238,296,264,560
43170,vila-rodona,vila-rodona,267,76,145,430,461,728,651,1379
43171,vila-seca,vila-seca,4854,1750,2636,8324,6497,12090,11971,24061
43172,vilaverd,vilaverd,62,43,37,170,158,250,220,470
43173,"vilella alta, la","vilella alta, la",20,11,11,39,49,71,59,130
43174,"vilella baixa, la","vilella baixa, la",28,18,20,60,80,114,92,206
43175,vilalba dels arcs,vilalba dels arcs,81,35,56,161,281,310,304,614
43176,vimbodi i poblet,vimbodi i poblet,115,62,57,235,424,483,410,893
43177,vinebre,vinebre,66,27,43,118,172,226,200,426
43178,vinyols i els arcs,vinyols i els arcs,472,173,289,773,718,1249,1176,2425
43901,deltebre,deltebre,1898,859,1181,3592,4411,6020,5921,11941
43902,sant jaume d'enveja,sant jaume d'enveja,558,284,357,1035,1437,1846,1825,3671
43903,camarles,camarles,520,251,366,995,1296,1752,1676,3428
43904,"aldea, l'","aldea, l'",772,326,578,1390,1488,2470,2084,4554
43905,salou,salou,5492,2288,3619,10527,8516,15472,14970,30442
43906,"ampolla, l'","ampolla, l'",492,226,360,1079,1535,1870,1822,3692
43907,"canonja, la","canonja, la",1132,478,682,1840,1804,2897,3039,5936
44001,ababuj,ababuj,9,4,7,23,32,44,31,75
44002,abejuela,abejuela,3,5,2,17,30,37,20,57
44003,aguaton,aguaton,1,0,0,5,11,7,10,17
44004,aguaviva,aguaviva,88,40,59,131,229,261,286,547
44005,aguilar del alfambra,aguilar del alfambra,10,6,19,15,31,43,38,81
44006,alacon,alacon,10,5,18,31,144,108,100,208
44007,alba,alba,17,6,12,45,107,112,75,187
44008,albalate del arzobispo,albalate del arzobispo,274,122,225,456,857,1006,928,1934
44009,albarracin,albarracin,129,81,123,265,407,519,486,1005
44010,albentosa,albentosa,54,27,26,95,95,151,146,297
44011,alcaine,alcaine,2,0,2,9,25,24,14,38
44012,alcala de la selva,alcala de la selva,40,25,36,94,183,212,166,378
44013,alcaniz,alcaniz,3130,1253,1546,4824,5434,8084,8103,16187
44014,alcorisa,alcorisa,575,235,307,859,1250,1637,1589,3226
44016,alfambra,alfambra,51,21,49,116,249,261,225,486
44017,aliaga,aliaga,37,14,39,89,167,203,143,346
44018,almohaja,almohaja,0,0,0,3,9,10,2,12
44019,alobras,alobras,1,6,8,18,36,45,24,69
44020,alpenes,alpenes,2,0,4,4,16,13,13,26
44021,allepuz,allepuz,14,9,9,26,66,63,61,124
44022,alloza,alloza,67,28,44,127,285,283,268,551
44023,allueva,allueva,5,2,0,10,13,20,10,30
44024,anadon,anadon,0,2,3,12,17,21,13,34
44025,andorra,andorra,1121,517,679,2014,2903,3581,3653,7234
44026,arcos de las salinas,arcos de las salinas,17,6,15,28,44,69,41,110
44027,arens de lledo,arens de lledo,12,11,15,37,121,91,105,196
44028,argente,argente,23,8,20,38,112,103,98,201
44029,arino,arino,72,37,64,177,297,339,308,647
44031,azaila,azaila,8,1,12,17,55,54,39,93
44032,badenas,badenas,3,1,1,10,9,15,9,24
44033,baguena,baguena,27,13,21,76,162,171,128,299
44034,banon,banon,17,6,10,47,75,86,69,155
44035,barrachina,barrachina,11,2,12,31,59,64,51,115
44036,bea,bea,3,3,0,4,16,18,8,26
44037,beceite,beceite,67,37,55,140,263,288,274,562
44038,belmonte de san jose,belmonte de san jose,15,13,11,18,78,69,66,135
44039,bello,bello,15,12,17,47,122,107,106,213
44040,berge,berge,28,20,16,69,85,115,103,218
44041,bezas,bezas,6,6,9,20,27,40,28,68
44042,blancas,blancas,12,7,16,20,79,79,55,134
44043,blesa,blesa,0,0,6,14,56,54,22,76
44044,bordon,bordon,18,8,6,33,48,66,47,113
44045,bronchales,bronchales,60,24,44,155,179,254,208,462
44046,buena,buena,7,4,3,13,29,28,28,56
44047,burbaguena,burbaguena,48,26,42,76,160,190,162,352
44048,cabra de mora,cabra de mora,3,2,11,12,38,41,25,66
44049,calaceite,calaceite,126,45,80,224,484,477,482,959
44050,calamocha,calamocha,780,364,519,1267,1586,2262,2254,4516
44051,calanda,calanda,594,254,400,1030,1414,1845,1847,3692
44052,calomarde,calomarde,1,2,5,21,45,45,29,74
44053,camanas,camanas,17,8,11,43,49,70,58,128
44054,camarena de la sierra,camarena de la sierra,25,2,16,44,55,76,66,142
44055,camarillas,camarillas,13,9,14,37,47,71,49,120
44056,caminreal,caminreal,89,40,56,166,266,330,287,617
44059,cantavieja,cantavieja,112,47,77,208,273,371,346,717
44060,canada de benatanduz,canada de benatanduz,2,1,4,9,23,24,15,39
44061,"canada de verich, la","canada de verich, la",2,11,5,22,40,48,32,80
44062,canada vellida,canada vellida,2,1,0,9,26,24,14,38
44063,canizar del olivar,canizar del olivar,20,6,15,26,43,64,46,110
44064,cascante del rio,cascante del rio,2,2,2,18,41,39,26,65
44065,castejon de tornos,castejon de tornos,2,4,3,18,39,39,27,66
44066,castel de cabra,castel de cabra,9,3,7,16,49,46,38,84
44067,castelnou,castelnou,11,5,8,28,50,53,49,102
44068,castelseras,castelseras,123,52,64,206,357,421,381,802
44070,"castellar, el","castellar, el",0,2,9,9,36,37,19,56
44071,castellote,castellote,63,24,63,156,355,339,322,661
44074,cedrillas,cedrillas,105,48,72,183,237,332,313,645
44075,celadas,celadas,15,29,48,70,167,189,140,329
44076,cella,cella,391,175,276,727,1095,1374,1290,2664
44077,"cerollera, la","cerollera, la",5,6,7,24,35,48,29,77
44080,"codonera, la","codonera, la",45,18,33,83,142,172,149,321
44082,corbalan,corbalan,20,9,9,35,45,58,60,118
44084,cortes de aragon,cortes de aragon,5,1,8,15,36,31,34,65
44085,cosa,cosa,3,3,6,18,32,36,26,62
44086,cretas,cretas,88,25,46,155,252,287,279,566
44087,crivillen,crivillen,9,6,8,22,46,53,38,91
44088,"cuba, la","cuba, la",12,1,6,10,21,24,26,50
44089,cubla,cubla,5,3,13,15,22,38,20,58
44090,cucalon,cucalon,6,2,4,27,40,53,26,79
44092,"cuervo, el","cuervo, el",7,3,7,25,53,45,50,95
44093,cuevas de almuden,cuevas de almuden,19,8,14,23,51,61,54,115
44094,cuevas labradas,cuevas labradas,10,4,11,41,70,72,64,136
44096,ejulve,ejulve,16,9,32,34,81,83,89,172
44097,escorihuela,escorihuela,12,1,18,37,73,68,73,141
44099,escucha,escucha,127,48,100,220,282,421,356,777
44100,estercuel,estercuel,19,7,36,49,92,117,86,203
44101,ferreruela de huerva,ferreruela de huerva,9,4,3,29,31,45,31,76
44102,fonfria,fonfria,4,0,4,11,16,20,15,35
44103,formiche alto,formiche alto,16,11,23,35,75,92,68,160
44105,fornoles,fornoles,3,1,9,16,43,38,34,72
44106,fortanete,fortanete,35,22,33,49,77,122,94,216
44107,foz-calanda,foz-calanda,45,18,36,76,108,147,136,283
44108,"fresneda, la","fresneda, la",54,35,43,121,203,252,204,456
44109,frias de albarracin,frias de albarracin,14,8,8,31,51,61,51,112
44110,fuenferrada,fuenferrada,0,0,0,4,31,23,12,35
44111,fuentes calientes,fuentes calientes,5,1,13,17,50,51,35,86
44112,fuentes claras,fuentes claras,49,16,37,94,237,234,199,433
44113,fuentes de rubielos,fuentes de rubielos,39,6,19,47,44,87,68,155
44114,fuentespalda,fuentespalda,27,14,34,71,147,147,146,293
44115,galve,galve,21,11,18,33,61,75,69,144
44116,gargallo,gargallo,6,8,6,25,42,46,41,87
44117,gea de albarracin,gea de albarracin,40,19,50,120,237,255,211,466
44118,"ginebrosa, la","ginebrosa, la",29,12,16,50,88,110,85,195
44119,griegos,griegos,10,5,21,28,79,89,54,143
44120,guadalaviar,guadalaviar,23,15,35,54,116,130,113,243
44121,gudar,gudar,14,4,8,25,23,44,30,74
44122,hijar,hijar,280,145,182,404,734,896,849,1745
44123,hinojosa de jarque,hinojosa de jarque,2,2,7,24,64,59,40,99
44124,"hoz de la vieja, la","hoz de la vieja, la",10,3,7,23,44,46,41,87
44125,huesa del comun,huesa del comun,0,1,2,11,43,35,22,57
44126,"iglesuela del cid, la","iglesuela del cid, la",45,28,33,102,168,192,184,376
44127,jabaloyas,jabaloyas,1,2,5,21,33,39,23,62
44128,jarque de la val,jarque de la val,4,2,3,13,40,30,32,62
44129,jatiel,jatiel,2,4,7,11,25,29,20,49
44130,jorcas,jorcas,4,2,4,10,19,22,17,39
44131,josa,josa,1,0,4,12,18,21,14,35
44132,lagueruela,lagueruela,7,2,7,21,32,41,28,69
44133,lanzuela,lanzuela,3,0,4,4,13,16,8,24
44135,libros,libros,4,3,13,27,55,58,44,102
44136,lidon,lidon,0,2,3,17,34,32,24,56
44137,linares de mora,linares de mora,28,8,25,77,96,135,99,234
44138,loscos,loscos,3,6,11,21,72,74,39,113
44141,lledo,lledo,14,3,17,32,91,80,77,157
44142,maicas,maicas,0,0,3,6,26,21,14,35
44143,manzanera,manzanera,73,38,76,148,201,297,239,536
44144,martin del rio,martin del rio,44,32,38,78,177,177,192,369
44145,mas de las matas,mas de las matas,149,64,122,314,575,626,598,1224
44146,"mata de los olmos, la","mata de los olmos, la",43,21,43,80,88,146,129,275
44147,mazaleon,mazaleon,61,34,57,101,228,249,232,481
44148,mezquita de jarque,mezquita de jarque,9,2,12,17,41,45,36,81
44149,mirambel,mirambel,16,1,10,35,45,62,45,107
44150,miravete de la sierra,miravete de la sierra,3,3,6,4,16,21,11,32
44151,molinos,molinos,22,11,26,46,123,124,104,228
44152,monforte de moyuela,monforte de moyuela,3,1,9,19,43,50,25,75
44153,monreal del campo,monreal del campo,523,176,280,689,872,1241,1299,2540
44154,monroyo,monroyo,50,11,43,87,122,174,139,313
44155,montalban,montalban,140,68,122,282,553,595,570,1165
44156,monteagudo del castillo,monteagudo del castillo,1,3,4,8,27,25,18,43
44157,monterde de albarracin,monterde de albarracin,1,1,5,15,36,34,24,58
44158,mora de rubielos,mora de rubielos,275,101,224,431,584,805,810,1615
44159,moscardon,moscardon,10,6,2,19,24,33,28,61
44160,mosqueruela,mosqueruela,87,35,55,127,239,297,246,543
44161,muniesa,muniesa,82,42,56,115,278,308,265,573
44163,noguera de albarracin,noguera de albarracin,17,7,14,33,59,76,54,130
44164,nogueras,nogueras,1,4,3,6,18,22,10,32
44165,nogueruelas,nogueruelas,30,6,24,48,86,113,81,194
44167,obon,obon,0,0,3,6,22,18,13,31
44168,odon,odon,16,10,19,44,109,97,101,198
44169,ojos negros,ojos negros,44,19,27,78,160,186,142,328
44171,olba,olba,62,14,13,111,93,155,138,293
44172,oliete,oliete,37,20,34,88,192,202,169,371
44173,"olmos, los","olmos, los",11,10,12,29,56,66,52,118
44174,orihuela del tremedal,orihuela del tremedal,44,24,62,108,220,249,209,458
44175,orrios,orrios,1,3,15,31,71,65,56,121
44176,palomar de arroyos,palomar de arroyos,10,5,16,47,82,95,65,160
44177,pancrudo,pancrudo,12,5,6,33,57,66,47,113
44178,"parras de castellote, las","parras de castellote, las",1,2,1,19,32,33,22,55
44179,penarroya de tastavins,penarroya de tastavins,73,33,54,107,191,248,210,458
44180,peracense,peracense,8,5,4,20,36,38,35,73
44181,peralejos,peralejos,12,7,9,20,41,48,41,89
44182,perales del alfambra,perales del alfambra,41,14,47,56,116,140,134,274
44183,pitarque,pitarque,1,4,7,8,41,29,32,61
44184,plou,plou,0,0,1,14,31,27,19,46
44185,"pobo, el","pobo, el",10,2,6,30,50,62,36,98
44187,"portellada, la","portellada, la",34,3,20,61,123,125,116,241
44189,pozondon,pozondon,0,0,3,22,29,33,21,54
44190,pozuel del campo,pozuel del campo,4,0,12,11,40,35,32,67
44191,"puebla de hijar, la","puebla de hijar, la",141,56,101,236,397,484,447,931
44192,"puebla de valverde, la","puebla de valverde, la",58,33,55,138,182,255,211,466
44193,puertomingalvo,puertomingalvo,26,4,16,41,53,77,63,140
44194,rafales,rafales,28,3,9,39,75,90,64,154
44195,rillo,rillo,7,4,11,33,45,57,43,100
44196,riodeva,riodeva,7,6,10,32,66,54,67,121
44197,rodenas,rodenas,3,1,7,13,37,34,27,61
44198,royuela,royuela,23,21,20,54,107,117,108,225
44199,rubiales,rubiales,2,5,3,11,22,23,20,43
44200,rubielos de la cerida,rubielos de la cerida,0,0,2,5,19,17,9,26
44201,rubielos de mora,rubielos de mora,84,42,84,166,245,317,304,621
44203,salcedillo,salcedillo,0,0,2,4,7,6,7,13
44204,saldon,saldon,4,1,1,5,15,17,9,26
44205,samper de calanda,samper de calanda,64,60,65,187,355,386,345,731
44206,san agustin,san agustin,10,6,14,36,71,87,50,137
44207,san martin del rio,san martin del rio,7,4,11,21,92,70,65,135
44208,santa cruz de nogueras,santa cruz de nogueras,0,0,1,4,19,16,8,24
44209,santa eulalia,santa eulalia,123,65,125,241,464,533,485,1018
44210,sarrion,sarrion,257,82,141,335,400,611,604,1215
44211,segura de los banos,segura de los banos,4,2,1,11,30,32,16,48
44212,seno,seno,1,1,3,11,22,16,22,38
44213,singra,singra,1,7,10,17,40,41,34,75
44215,terriente,terriente,22,7,24,46,109,123,85,208
44216,teruel,teruel,6441,2749,3898,10357,13020,17347,19118,36465
44217,toril y masegoso,toril y masegoso,0,3,6,6,19,26,8,34
44218,tormon,tormon,0,0,1,11,19,19,12,31
44219,tornos,tornos,13,8,12,44,103,95,85,180
44220,torralba de los sisones,torralba de los sisones,13,13,17,38,65,81,65,146
44221,torrecilla de alcaniz,torrecilla de alcaniz,46,20,52,90,230,233,205,438
44222,torrecilla del rebollar,torrecilla del rebollar,4,2,8,24,79,75,42,117
44223,torre de arcas,torre de arcas,3,4,8,23,44,41,41,82
44224,torre de las arcas,torre de las arcas,1,1,3,3,12,10,10,20
44225,torre del compte,torre del compte,8,4,10,24,74,63,57,120
44226,torrelacarcel,torrelacarcel,8,4,7,35,77,79,52,131
44227,torre los negros,torre los negros,5,7,6,18,44,42,38,80
44228,torremocha de jiloca,torremocha de jiloca,8,10,7,29,49,54,49,103
44229,torres de albarracin,torres de albarracin,30,16,21,48,76,101,90,191
44230,torrevelilla,torrevelilla,25,8,15,42,91,90,91,181
44231,torrijas,torrijas,5,2,3,14,12,16,20,36
44232,torrijo del campo,torrijo del campo,76,23,46,123,232,263,237,500
44234,tramacastiel,tramacastiel,1,3,4,12,38,34,24,58
44235,tramacastilla,tramacastilla,15,8,12,30,62,61,66,127
44236,tronchon,tronchon,3,3,4,14,36,34,26,60
44237,urrea de gaen,urrea de gaen,50,26,33,113,217,225,214,439
44238,utrillas,utrillas,498,224,340,896,1143,1597,1504,3101
44239,valacloche,valacloche,3,1,4,7,17,17,15,32
44240,valbona,valbona,15,11,14,53,99,110,82,192
44241,valdealgorfa,valdealgorfa,72,28,43,136,302,287,294,581
44243,valdecuenca,valdecuenca,3,1,2,11,11,16,12,28
44244,valdelinares,valdelinares,5,9,11,21,29,47,28,75
44245,valdeltormo,valdeltormo,46,14,22,86,137,153,152,305
44246,valderrobres,valderrobres,430,190,258,759,887,1284,1240,2524
44247,valjunquera,valjunquera,40,25,31,75,157,171,157,328
44249,"vallecillo, el","vallecillo, el",1,2,2,10,22,21,16,37
44250,veguillas de la sierra,veguillas de la sierra,0,1,2,9,12,14,10,24
44251,villafranca del campo,villafranca del campo,31,22,32,76,134,162,133,295
44252,villahermosa del campo,villahermosa del campo,12,4,3,31,43,54,39,93
44256,villanueva del rebollar de la sierra,villanueva del rebollar de la sierra,3,4,4,14,23,27,21,48
44257,villar del cobo,villar del cobo,9,11,15,40,86,98,63,161
44258,villar del salz,villar del salz,2,2,5,14,31,33,21,54
44260,villarluengo,villarluengo,18,6,12,53,76,98,67,165
44261,villarquemado,villarquemado,107,47,85,246,386,455,416,871
44262,villarroya de los pinares,villarroya de los pinares,23,11,15,47,68,87,77,164
44263,villastar,villastar,115,34,63,183,153,280,268,548
44264,villel,villel,54,18,47,102,117,191,147,338
44265,vinaceite,vinaceite,12,14,23,41,90,97,83,180
44266,visiedo,visiedo,13,8,10,19,81,62,69,131
44267,vivel del rio martin,vivel del rio martin,2,2,3,17,39,34,29,63
44268,"zoma, la","zoma, la",0,1,4,5,17,14,13,27
45001,ajofrin,ajofrin,435,149,209,691,880,1184,1180,2364
45002,alameda de la sagra,alameda de la sagra,876,301,529,1315,1215,2233,2003,4236
45003,albarreal de tajo,albarreal de tajo,120,49,74,239,277,384,375,759
45004,alcabon,alcabon,140,54,83,208,280,386,379,765
45005,alcanizo,alcanizo,23,19,16,71,147,132,144,276
45006,alcaudete de la jara,alcaudete de la jara,216,112,166,391,794,845,834,1679
45007,alcolea de tajo,alcolea de tajo,115,53,103,223,337,419,412,831
45008,aldea en cabo,aldea en cabo,19,13,26,54,95,106,101,207
45009,aldeanueva de barbarroya,aldeanueva de barbarroya,33,25,32,99,275,236,228,464
45010,aldeanueva de san bartolome,aldeanueva de san bartolome,38,11,15,92,251,212,195,407
45011,almendral de la canada,almendral de la canada,39,26,22,61,198,180,166,346
45012,almonacid de toledo,almonacid de toledo,129,55,142,295,358,494,485,979
45013,almorox,almorox,411,156,243,719,955,1306,1178,2484
45014,anover de tajo,anover de tajo,916,418,561,1605,1875,2717,2658,5375
45015,arcicollar,arcicollar,185,81,113,340,365,555,529,1084
45016,arges,arges,1618,623,684,2463,1677,3522,3543,7065
45017,azutan,azutan,30,8,26,58,168,138,152,290
45018,barcience,barcience,269,95,91,417,207,569,510,1079
45019,bargas,bargas,2199,778,1247,3675,3233,5546,5586,11132
45020,belvis de la jara,belvis de la jara,151,85,135,348,711,736,694,1430
45021,borox,borox,784,328,556,1442,1185,2286,2009,4295
45022,buenaventura,buenaventura,20,14,30,80,232,190,186,376
45023,burguillos de toledo,burguillos de toledo,861,299,383,1363,838,1940,1804,3744
45024,burujon,burujon,240,98,137,372,482,672,657,1329
45025,cabanas de la sagra,cabanas de la sagra,403,186,261,682,603,1082,1053,2135
45026,cabanas de yepes,cabanas de yepes,45,13,33,92,123,164,142,306
45027,cabezamesada,cabezamesada,29,9,27,98,182,196,149,345
45028,calera y chozas,calera y chozas,848,311,479,1462,1668,2393,2375,4768
45029,caleruela,caleruela,12,11,23,42,113,104,97,201
45030,calzada de oropesa,calzada de oropesa,34,34,68,133,249,286,232,518
45031,camarena,camarena,916,330,503,1516,1369,2411,2223,4634
45032,camarenilla,camarenilla,77,33,52,174,269,306,299,605
45033,"campillo de la jara, el","campillo de la jara, el",31,8,34,85,167,171,154,325
45034,camunas,camunas,306,117,181,463,682,919,830,1749
45035,cardiel de los montes,cardiel de los montes,41,23,33,108,187,210,182,392
45036,carmena,carmena,100,59,104,213,373,434,415,849
45037,"carpio de tajo, el","carpio de tajo, el",229,128,180,470,863,945,925,1870
45038,carranque,carranque,1166,439,445,2088,1281,2782,2637,5419
45039,carriches,carriches,45,12,29,73,111,140,130,270
45040,"casar de escalona, el","casar de escalona, el",357,160,241,645,720,1103,1020,2123
45041,casarrubios del monte,casarrubios del monte,1418,535,796,2546,1879,3717,3457,7174
45042,casasbuenas,casasbuenas,15,5,21,47,105,97,96,193
45043,castillo de bayuela,castillo de bayuela,89,48,119,199,482,481,456,937
45045,cazalegas,cazalegas,376,161,210,652,724,1101,1022,2123
45046,cebolla,cebolla,586,267,332,899,1154,1609,1629,3238
45047,cedillo del condado,cedillo del condado,983,310,479,1617,1037,2309,2117,4426
45048,"cerralbos, los","cerralbos, los",44,24,38,87,240,230,203,433
45049,cervera de los montes,cervera de los montes,68,34,40,169,186,259,238,497
45050,ciruelos,ciruelos,118,55,84,239,206,371,331,702
45051,cobeja,cobeja,552,224,364,840,687,1391,1276,2667
45052,cobisa,cobisa,844,559,393,1390,1324,2275,2235,4510
45053,consuegra,consuegra,1640,737,998,2688,3733,4958,4838,9796
45054,corral de almaguer,corral de almaguer,891,407,551,1505,1975,2817,2512,5329
45055,cuerva,cuerva,181,97,123,359,520,669,611,1280
45056,chozas de canales,chozas de canales,1165,468,532,1675,1022,2511,2351,4862
45057,chueca,chueca,33,21,25,57,113,124,125,249
45058,domingo perez,domingo perez,41,24,23,100,208,204,192,396
45059,dosbarrios,dosbarrios,396,172,247,635,786,1150,1086,2236
45060,erustes,erustes,41,17,12,73,87,121,109,230
45061,escalona,escalona,584,276,377,1135,1435,1945,1862,3807
45062,escalonilla,escalonilla,269,105,149,434,540,727,770,1497
45063,espinoso del rey,espinoso del rey,34,13,28,86,257,243,175,418
45064,esquivias,esquivias,1141,470,632,1845,1755,2972,2871,5843
45065,"estrella, la","estrella, la",12,13,14,34,195,143,125,268
45066,fuensalida,fuensalida,2718,951,1464,3775,3532,6249,6191,12440
45067,galvez,galvez,465,234,269,832,1203,1519,1484,3003
45068,garciotum,garciotum,41,8,21,49,96,106,109,215
45069,gerindote,gerindote,533,213,366,805,871,1411,1377,2788
45070,guadamur,guadamur,274,127,182,492,704,892,887,1779
45071,"guardia, la","guardia, la",312,172,215,580,896,1118,1057,2175
